id,tgl_pencatatan,jenis_mitra_pengirim,jml_pedaging_jantan,jml_pedaging_betina,jml_pedaging_anakan_jantan,jml_pedaging_anakan_betina,jml_perah_jantan,jml_perah_betina,jml_perah_anakan_jantan,jml_perah_anakan_betina,id_peternak
5500,2039-08-08,26,37,33,27,11,29,17,44,41,1
5501,2039-08-09,13,11,18,36,18,47,33,35,43,1
5502,2039-08-10,49,35,49,23,26,48,2,11,29,1
5503,2039-08-11,48,17,42,11,29,9,18,31,20,1
5504,2039-08-12,41,44,28,17,18,11,48,2,43,1
5505,2039-08-13,48,6,22,16,42,19,42,8,44,1
5506,2039-08-14,40,32,29,50,3,19,11,6,25,1
5507,2039-08-15,41,2,10,1,17,45,22,33,31,1
5508,2039-08-16,1,26,43,30,27,38,7,12,32,1
5509,2039-08-17,19,29,32,29,23,43,41,32,43,1
5510,2039-08-18,26,6,2,44,5,48,26,32,44,1
5511,2039-08-19,30,27,1,7,8,26,45,26,29,1
5512,2039-08-20,13,4,29,35,28,37,40,1,28,1
5513,2039-08-21,37,14,14,9,14,31,3,29,1,1
5514,2039-08-22,1,30,23,40,38,40,6,7,48,1
5515,2039-08-23,12,21,24,49,49,13,20,37,50,1
5516,2039-08-24,1,21,32,44,24,36,40,21,47,1
5517,2039-08-25,48,39,47,3,16,29,33,8,22,1
5518,2039-08-26,46,48,23,46,4,25,18,3,40,1
5519,2039-08-27,40,30,33,22,19,16,38,10,7,1
5520,2039-08-28,14,36,45,48,22,20,43,41,20,1
5521,2039-08-29,19,21,14,42,46,19,8,28,5,1
5522,2039-08-30,49,20,4,20,25,19,18,38,4,1
5523,2039-08-31,15,16,5,17,3,25,22,22,10,1
5524,2039-09-01,2,20,9,18,46,1,21,22,48,1
5525,2039-09-02,4,7,20,7,14,25,15,28,12,1
5526,2039-09-03,16,2,29,40,50,38,20,1,12,1
5527,2039-09-04,12,41,42,26,12,31,19,1,33,1
5528,2039-09-05,49,26,22,27,9,38,46,22,30,1
5529,2039-09-06,20,36,14,23,10,23,12,40,49,1
5530,2039-09-07,36,18,32,3,19,45,41,41,29,1
5531,2039-09-08,31,12,40,15,21,46,8,37,25,1
5532,2039-09-09,31,48,38,46,8,47,4,27,38,1
5533,2039-09-10,12,26,24,14,5,34,49,8,6,1
5534,2039-09-11,1,9,18,32,7,32,20,37,43,1
5535,2039-09-12,44,44,31,27,21,2,9,41,43,1
5536,2039-09-13,30,26,1,30,48,7,5,33,23,1
5537,2039-09-14,1,50,24,41,30,33,18,28,29,1
5538,2039-09-15,11,43,21,39,17,48,50,42,21,1
5539,2039-09-16,14,4,46,50,43,32,33,39,47,1
5540,2039-09-17,34,22,15,7,45,36,11,2,17,1
5541,2039-09-18,39,46,19,36,45,43,31,33,2,1
5542,2039-09-19,16,9,10,37,48,1,5,40,21,1
5543,2039-09-20,23,4,40,15,7,2,27,34,7,1
5544,2039-09-21,30,10,18,31,37,16,24,11,4,1
5545,2039-09-22,28,13,27,44,23,40,39,13,1,1
5546,2039-09-23,47,16,37,4,38,42,40,8,18,1
5547,2039-09-24,9,50,4,20,48,25,48,32,25,1
5548,2039-09-25,15,34,21,37,45,12,34,9,31,1
5549,2039-09-26,27,23,33,25,14,44,21,13,14,1
5550,2039-09-27,29,10,39,8,25,4,5,12,43,1
5551,2039-09-28,50,25,10,34,4,8,14,6,44,1
5552,2039-09-29,36,8,36,9,17,19,39,14,41,1
5553,2039-09-30,6,5,6,2,43,6,10,28,50,1
5554,2039-10-01,47,22,18,21,9,37,50,49,32,1
5555,2039-10-02,1,29,33,40,23,3,2,39,27,1
5556,2039-10-03,43,44,47,24,11,45,22,34,13,1
5557,2039-10-04,26,1,36,21,47,14,40,5,46,1
5558,2039-10-05,48,40,24,20,40,37,18,4,1,1
5559,2039-10-06,30,42,32,10,9,1,1,33,4,1
5560,2039-10-07,15,21,42,5,24,13,47,32,3,1
5561,2039-10-08,40,5,17,3,42,33,33,16,37,1
5562,2039-10-09,33,24,12,35,20,17,4,1,32,1
5563,2039-10-10,36,41,18,35,4,12,45,21,22,1
5564,2039-10-11,1,5,30,1,2,33,40,40,29,1
5565,2039-10-12,48,18,48,5,43,37,45,2,30,1
5566,2039-10-13,29,23,34,6,8,10,32,5,28,1
5567,2039-10-14,49,6,34,15,40,28,44,48,1,1
5568,2039-10-15,50,10,3,39,7,33,2,38,20,1
5569,2039-10-16,43,50,36,32,11,3,21,24,41,1
5570,2039-10-17,49,9,14,14,3,13,8,15,31,1
5571,2039-10-18,23,10,31,11,21,37,28,38,16,1
5572,2039-10-19,22,22,14,46,48,47,37,46,41,1
5573,2039-10-20,5,7,25,26,13,17,47,46,47,1
5574,2039-10-21,17,49,4,42,31,18,42,17,39,1
5575,2039-10-22,29,7,28,8,8,44,15,45,6,1
5576,2039-10-23,40,46,22,11,5,11,16,12,46,1
5577,2039-10-24,34,39,20,9,5,46,5,49,4,1
5578,2039-10-25,5,13,27,34,44,4,25,13,41,1
5579,2039-10-26,47,49,10,8,29,46,4,35,37,1
5580,2039-10-27,42,49,24,40,27,21,46,8,40,1
5581,2039-10-28,2,5,11,31,8,4,19,9,10,1
5582,2039-10-29,23,45,18,31,27,7,50,48,23,1
5583,2039-10-30,27,45,41,35,30,25,28,13,46,1
5584,2039-10-31,16,28,41,17,32,19,14,3,4,1
5585,2039-11-01,41,9,15,31,7,40,50,38,45,1
5586,2039-11-02,15,26,26,42,24,10,41,32,4,1
5587,2039-11-03,2,9,7,3,19,10,15,10,46,1
5588,2039-11-04,13,25,38,40,23,28,24,26,33,1
5589,2039-11-05,4,12,32,14,14,29,5,44,31,1
5590,2039-11-06,3,15,1,2,26,7,33,8,20,1
5591,2039-11-07,48,32,29,19,50,26,25,48,30,1
5592,2039-11-08,21,50,21,29,47,34,1,22,31,1
5593,2039-11-09,27,29,27,11,44,4,3,4,11,1
5594,2039-11-10,21,37,13,24,30,19,21,13,27,1
5595,2039-11-11,42,10,30,48,23,5,29,4,41,1
5596,2039-11-12,46,3,38,30,1,10,1,42,5,1
5597,2039-11-13,13,1,5,19,5,45,11,36,18,1
5598,2039-11-14,9,16,23,22,34,14,15,36,31,1
5599,2039-11-15,15,6,16,37,14,11,19,3,46,1
5600,2039-11-16,17,3,49,7,8,26,13,7,13,1
5601,2039-11-17,27,17,6,12,13,22,14,26,42,1
5602,2039-11-18,14,27,16,44,15,28,4,26,6,1
5603,2039-11-19,22,9,10,14,35,40,19,45,30,1
5604,2039-11-20,17,6,22,12,47,29,5,22,43,1
5605,2039-11-21,42,19,42,4,20,1,7,50,44,1
5606,2039-11-22,10,45,24,27,10,7,39,40,41,1
5607,2039-11-23,35,46,45,25,19,40,29,8,46,1
5608,2039-11-24,26,43,7,24,34,42,1,49,10,1
5609,2039-11-25,41,2,11,12,39,11,33,36,16,1
5610,2039-11-26,19,1,23,43,1,33,11,34,22,1
5611,2039-11-27,3,19,47,15,25,9,44,34,2,1
5612,2039-11-28,4,18,12,13,37,15,1,28,32,1
5613,2039-11-29,50,4,5,9,35,4,42,28,30,1
5614,2039-11-30,16,24,45,15,9,25,24,49,36,1
5615,2039-12-01,47,8,49,47,39,38,30,32,22,1
5616,2039-12-02,20,10,12,27,7,3,29,1,28,1
5617,2039-12-03,27,35,46,14,11,22,17,6,42,1
5618,2039-12-04,38,40,6,40,28,36,42,49,39,1
5619,2039-12-05,1,9,44,46,32,6,9,50,48,1
5620,2039-12-06,10,23,26,44,24,36,12,43,2,1
5621,2039-12-07,45,25,2,25,28,30,11,24,31,1
5622,2039-12-08,13,4,21,38,29,29,23,22,30,1
5623,2039-12-09,13,50,24,26,38,40,38,4,28,1
5624,2039-12-10,2,43,2,29,47,50,6,26,34,1
5625,2039-12-11,6,33,45,30,37,34,44,6,38,1
5626,2039-12-12,15,41,21,2,1,4,5,12,14,1
5627,2039-12-13,32,16,22,43,44,42,20,15,1,1
5628,2039-12-14,20,31,23,44,22,17,37,39,7,1
5629,2039-12-15,25,5,21,14,24,41,23,32,17,1
5630,2039-12-16,12,34,9,35,25,25,24,19,21,1
5631,2039-12-17,24,38,10,40,17,15,32,43,18,1
5632,2039-12-18,36,5,33,42,23,36,14,11,49,1
5633,2039-12-19,31,44,7,6,1,31,7,1,3,1
5634,2039-12-20,44,22,7,15,46,25,1,36,6,1
5635,2039-12-21,35,22,25,5,43,4,12,50,49,1
5636,2039-12-22,7,32,31,9,45,23,10,16,44,1
5637,2039-12-23,16,42,42,6,25,11,16,27,30,1
5638,2039-12-24,38,38,26,27,36,4,39,26,6,1
5639,2039-12-25,11,12,23,17,44,16,6,33,6,1
5640,2039-12-26,23,44,24,27,35,20,23,39,17,1
5641,2039-12-27,36,25,21,48,49,37,19,33,40,1
5642,2039-12-28,13,31,13,35,30,6,40,1,21,1
5643,2039-12-29,39,33,11,17,48,34,24,44,26,1
5644,2039-12-30,30,50,28,12,48,39,43,10,23,1
5645,2039-12-31,17,33,39,46,31,41,4,32,41,1
5646,2040-01-01,42,25,36,4,37,37,30,43,26,1
5647,2040-01-02,49,41,1,48,16,9,20,48,49,1
5648,2040-01-03,37,12,25,45,11,6,12,10,12,1
5649,2040-01-04,16,36,28,13,33,49,34,30,13,1
5650,2040-01-05,34,27,3,11,11,26,27,38,29,1
5651,2040-01-06,2,31,11,41,22,33,38,48,16,1
5652,2040-01-07,1,38,17,42,35,35,39,33,11,1
5653,2040-01-08,15,42,35,12,11,6,46,10,44,1
5654,2040-01-09,7,4,2,11,19,24,15,40,9,1
5655,2040-01-10,44,13,36,26,18,1,39,33,1,1
5656,2040-01-11,7,36,29,33,35,43,35,34,27,1
5657,2040-01-12,35,29,5,30,12,22,38,2,7,1
5658,2040-01-13,50,12,14,10,30,3,20,43,26,1
5659,2040-01-14,23,14,46,27,24,34,6,48,50,1
5660,2040-01-15,40,29,50,9,32,26,8,3,44,1
5661,2040-01-16,11,37,43,11,20,41,30,48,28,1
5662,2040-01-17,32,19,14,29,22,15,47,45,35,1
5663,2040-01-18,46,38,3,22,3,41,42,24,35,1
5664,2040-01-19,26,36,30,12,46,45,46,17,33,1
5665,2040-01-20,23,14,15,49,20,17,31,42,9,1
5666,2040-01-21,26,46,25,42,30,17,16,48,20,1
5667,2040-01-22,43,3,17,34,1,20,8,9,40,1
5668,2040-01-23,3,11,37,23,41,4,41,39,32,1
5669,2040-01-24,16,2,1,36,35,3,48,30,15,1
5670,2040-01-25,33,20,10,21,30,25,23,10,14,1
5671,2040-01-26,11,33,26,27,50,20,13,23,6,1
5672,2040-01-27,20,44,10,34,11,43,46,25,50,1
5673,2040-01-28,11,6,30,1,23,50,47,17,30,1
5674,2040-01-29,21,2,30,14,48,3,6,31,9,1
5675,2040-01-30,21,35,8,35,46,48,41,32,47,1
5676,2040-01-31,38,4,48,31,42,9,28,29,42,1
5677,2040-02-01,37,31,39,3,12,43,37,11,27,1
5678,2040-02-02,14,3,18,4,49,27,11,42,38,1
5679,2040-02-03,29,9,9,13,42,20,7,32,48,1
5680,2040-02-04,23,25,40,11,5,11,49,3,48,1
5681,2040-02-05,25,46,44,21,22,24,42,14,47,1
5682,2040-02-06,23,48,21,29,34,12,15,22,7,1
5683,2040-02-07,26,40,18,2,10,8,9,37,26,1
5684,2040-02-08,18,19,23,39,18,22,25,28,41,1
5685,2040-02-09,1,43,34,12,11,1,50,9,12,1
5686,2040-02-10,6,16,46,35,8,48,23,3,18,1
5687,2040-02-11,18,26,26,35,8,7,18,9,27,1
5688,2040-02-12,13,49,50,30,4,20,28,44,49,1
5689,2040-02-13,4,41,8,4,26,15,45,43,40,1
5690,2040-02-14,36,12,43,36,33,29,15,16,43,1
5691,2040-02-15,5,30,34,13,25,3,16,45,49,1
5692,2040-02-16,50,35,25,49,5,45,33,38,20,1
5693,2040-02-17,19,22,32,5,2,2,48,19,36,1
5694,2040-02-18,12,10,20,41,32,46,38,31,6,1
5695,2040-02-19,19,16,44,44,24,13,32,3,18,1
5696,2040-02-20,2,24,44,25,36,11,3,41,50,1
5697,2040-02-21,34,41,37,28,10,41,19,37,9,1
5698,2040-02-22,41,27,40,42,7,28,4,22,31,1
5699,2040-02-23,12,28,22,39,34,38,30,28,35,1
5700,2040-02-24,18,27,37,31,38,41,21,35,13,1
5701,2040-02-25,30,17,33,39,6,47,15,46,49,1
5702,2040-02-26,7,31,16,48,40,3,20,8,13,1
5703,2040-02-27,3,45,39,27,45,44,33,23,30,1
5704,2040-02-28,30,3,3,7,29,22,5,30,40,1
5705,2040-02-29,2,26,31,21,49,32,41,43,41,1
5706,2040-03-01,39,30,3,46,5,41,30,19,27,1
5707,2040-03-02,33,15,47,42,8,12,49,14,36,1
5708,2040-03-03,19,11,5,27,13,5,21,5,36,1
5709,2040-03-04,26,5,28,10,31,41,49,6,18,1
5710,2040-03-05,47,3,21,24,36,22,13,41,18,1
5711,2040-03-06,32,33,43,26,36,36,23,14,2,1
5712,2040-03-07,34,11,49,47,36,16,38,4,33,1
5713,2040-03-08,14,27,28,33,36,34,29,33,18,1
5714,2040-03-09,4,32,5,11,27,31,19,15,37,1
5715,2040-03-10,15,32,26,24,39,44,29,35,23,1
5716,2040-03-11,35,20,43,13,28,46,11,30,11,1
5717,2040-03-12,19,3,39,10,33,3,21,34,14,1
5718,2040-03-13,37,42,1,3,47,37,44,47,34,1
5719,2040-03-14,30,36,47,40,37,46,44,25,43,1
5720,2040-03-15,36,16,10,10,16,28,22,34,4,1
5721,2040-03-16,11,22,48,25,9,34,13,28,7,1
5722,2040-03-17,16,23,32,24,44,1,17,30,48,1
5723,2040-03-18,34,42,46,18,3,46,24,15,24,1
5724,2040-03-19,32,50,34,32,31,28,50,1,2,1
5725,2040-03-20,6,40,37,46,31,30,12,44,32,1
5726,2040-03-21,25,37,27,26,19,30,10,2,11,1
5727,2040-03-22,12,7,21,12,16,49,25,28,1,1
5728,2040-03-23,1,50,24,23,39,9,24,29,47,1
5729,2040-03-24,1,30,45,23,42,31,20,39,32,1
5730,2040-03-25,27,31,33,50,45,28,10,35,32,1
5731,2040-03-26,48,19,34,43,1,20,50,15,42,1
5732,2040-03-27,32,14,7,36,7,20,3,17,33,1
5733,2040-03-28,21,31,7,31,13,39,20,32,42,1
5734,2040-03-29,7,24,4,45,26,31,20,5,1,1
5735,2040-03-30,13,35,11,36,10,38,25,38,29,1
5736,2040-03-31,50,5,1,2,28,21,24,28,11,1
5737,2040-04-01,42,47,8,29,46,9,5,43,46,1
5738,2040-04-02,10,38,21,6,9,18,43,8,23,1
5739,2040-04-03,38,36,31,12,28,29,4,17,4,1
5740,2040-04-04,49,2,12,46,8,13,9,37,21,1
5741,2040-04-05,48,37,12,2,24,22,39,40,22,1
5742,2040-04-06,2,14,36,35,21,42,27,28,4,1
5743,2040-04-07,47,19,6,42,37,37,48,30,33,1
5744,2040-04-08,5,23,32,31,1,14,11,50,47,1
5745,2040-04-09,13,40,3,36,32,5,14,8,7,1
5746,2040-04-10,42,50,33,8,8,47,4,34,9,1
5747,2040-04-11,15,45,31,41,31,38,31,1,7,1
5748,2040-04-12,33,30,48,27,31,10,42,35,15,1
5749,2040-04-13,7,14,15,36,5,3,13,30,12,1
5750,2040-04-14,8,22,21,23,28,10,10,21,22,1
5751,2040-04-15,28,3,29,38,50,35,42,41,24,1
5752,2040-04-16,5,14,22,22,16,40,27,10,38,1
5753,2040-04-17,36,47,25,48,35,18,4,14,40,1
5754,2040-04-18,4,46,7,42,45,30,29,20,15,1
5755,2040-04-19,49,26,14,47,6,30,3,45,47,1
5756,2040-04-20,48,29,7,21,45,29,7,20,35,1
5757,2040-04-21,5,16,28,46,41,39,8,36,37,1
5758,2040-04-22,29,2,47,35,29,8,18,33,45,1
5759,2040-04-23,37,30,9,11,40,15,41,41,44,1
5760,2040-04-24,28,22,50,24,11,16,18,46,46,1
5761,2040-04-25,22,43,46,37,23,31,41,47,26,1
5762,2040-04-26,43,43,38,22,25,39,1,9,41,1
5763,2040-04-27,19,47,50,48,26,6,44,8,24,1
5764,2040-04-28,48,8,49,45,40,31,7,18,38,1
5765,2040-04-29,44,49,30,1,50,43,31,19,22,1
5766,2040-04-30,18,30,31,34,24,17,20,46,31,1
5767,2040-05-01,17,35,11,15,37,34,25,29,5,1
5768,2040-05-02,45,43,45,3,39,16,37,8,34,1
5769,2040-05-03,9,19,42,3,41,35,17,19,44,1
5770,2040-05-04,9,1,50,39,18,31,42,20,4,1
5771,2040-05-05,48,2,27,12,21,10,48,18,4,1
5772,2040-05-06,48,41,33,21,8,48,26,26,1,1
5773,2040-05-07,24,27,26,43,40,9,40,22,9,1
5774,2040-05-08,41,41,13,9,27,22,25,34,50,1
5775,2040-05-09,29,3,4,42,36,28,16,7,15,1
5776,2040-05-10,5,29,44,37,43,4,14,6,34,1
5777,2040-05-11,25,27,13,5,50,32,27,43,10,1
5778,2040-05-12,48,23,44,10,1,18,46,31,9,1
5779,2040-05-13,30,24,27,38,24,28,49,15,43,1
5780,2040-05-14,38,34,42,17,38,32,13,35,36,1
5781,2040-05-15,33,24,41,39,30,26,38,33,29,1
5782,2040-05-16,38,1,1,14,14,16,32,23,3,1
5783,2040-05-17,30,13,17,29,50,25,50,37,30,1
5784,2040-05-18,3,9,44,39,4,12,44,2,9,1
5785,2040-05-19,35,1,33,47,29,11,29,26,7,1
5786,2040-05-20,34,47,24,50,41,37,9,33,47,1
5787,2040-05-21,4,41,48,36,18,22,22,2,6,1
5788,2040-05-22,32,37,34,37,27,35,6,38,14,1
5789,2040-05-23,50,46,11,29,17,47,34,28,24,1
5790,2040-05-24,33,23,29,22,39,30,37,19,50,1
5791,2040-05-25,41,29,42,29,11,47,8,9,39,1
5792,2040-05-26,27,43,19,43,31,47,40,46,34,1
5793,2040-05-27,32,6,17,11,22,48,27,2,15,1
5794,2040-05-28,34,6,43,10,36,4,28,32,42,1
5795,2040-05-29,50,48,6,41,15,17,6,23,40,1
5796,2040-05-30,26,36,9,24,25,42,10,23,49,1
5797,2040-05-31,40,40,27,34,39,15,36,21,32,1
5798,2040-06-01,4,29,37,18,22,5,12,12,28,1
5799,2040-06-02,50,44,19,40,5,16,9,43,42,1
5800,2040-06-03,43,30,36,44,26,42,25,6,40,1
5801,2040-06-04,31,2,48,25,11,33,3,36,7,1
5802,2040-06-05,3,9,5,45,15,16,13,11,13,1
5803,2040-06-06,33,50,18,28,30,34,39,13,41,1
5804,2040-06-07,1,1,22,14,14,19,35,34,13,1
5805,2040-06-08,18,35,10,41,20,36,17,20,43,1
5806,2040-06-09,29,25,25,21,50,19,9,13,31,1
5807,2040-06-10,37,44,14,44,1,6,12,46,29,1
5808,2040-06-11,9,2,17,41,6,43,41,45,8,1
5809,2040-06-12,6,49,6,5,17,25,21,46,48,1
5810,2040-06-13,18,11,8,7,36,29,46,4,3,1
5811,2040-06-14,24,25,15,40,45,43,4,33,31,1
5812,2040-06-15,21,23,30,7,11,10,19,32,25,1
5813,2040-06-16,21,3,50,46,29,28,25,26,16,1
5814,2040-06-17,48,45,19,42,42,23,39,20,16,1
5815,2040-06-18,45,30,46,38,48,2,1,18,32,1
5816,2040-06-19,3,6,26,10,24,22,4,35,21,1
5817,2040-06-20,12,49,48,15,9,24,4,7,27,1
5818,2040-06-21,1,30,4,46,35,3,27,9,48,1
5819,2040-06-22,35,22,31,30,2,30,1,34,48,1
5820,2040-06-23,25,40,37,35,7,3,30,9,1,1
5821,2040-06-24,48,16,46,50,9,43,29,25,3,1
5822,2040-06-25,34,15,26,33,36,20,48,18,20,1
5823,2040-06-26,39,20,6,35,30,20,49,33,39,1
5824,2040-06-27,1,28,49,43,12,37,23,47,20,1
5825,2040-06-28,38,8,38,27,6,16,43,1,41,1
5826,2040-06-29,18,29,8,11,17,18,12,47,26,1
5827,2040-06-30,12,9,30,2,46,12,1,5,23,1
5828,2040-07-01,31,39,13,7,50,35,23,33,40,1
5829,2040-07-02,37,44,47,18,3,7,30,26,31,1
5830,2040-07-03,37,9,36,8,5,38,50,37,20,1
5831,2040-07-04,18,21,2,44,24,47,12,22,25,1
5832,2040-07-05,50,19,13,28,41,29,34,4,3,1
5833,2040-07-06,49,15,46,22,12,46,31,29,21,1
5834,2040-07-07,37,42,38,35,46,3,39,23,8,1
5835,2040-07-08,49,41,36,11,47,46,40,35,40,1
5836,2040-07-09,26,25,6,10,30,26,23,30,18,1
5837,2040-07-10,33,4,49,21,8,16,20,16,14,1
5838,2040-07-11,31,17,43,27,17,40,47,21,19,1
5839,2040-07-12,5,3,18,24,38,40,40,1,44,1
5840,2040-07-13,27,39,47,17,17,41,14,40,11,1
5841,2040-07-14,36,49,47,20,31,38,30,48,49,1
5842,2040-07-15,48,37,50,11,9,11,37,43,37,1
5843,2040-07-16,1,49,25,7,26,9,2,24,33,1
5844,2040-07-17,34,29,30,50,17,35,30,14,19,1
5845,2040-07-18,2,21,29,11,22,45,28,40,16,1
5846,2040-07-19,35,19,31,5,50,14,36,14,7,1
5847,2040-07-20,8,37,27,32,13,25,48,2,18,1
5848,2040-07-21,13,21,38,26,25,7,47,40,33,1
5849,2040-07-22,31,19,6,26,33,20,14,37,20,1
5850,2040-07-23,50,36,8,31,43,24,5,3,16,1
5851,2040-07-24,44,47,38,8,9,28,44,19,1,1
5852,2040-07-25,20,40,26,6,40,13,16,26,9,1
5853,2040-07-26,8,35,16,1,19,5,42,34,49,1
5854,2040-07-27,1,36,25,33,1,42,19,2,46,1
5855,2040-07-28,33,20,35,46,31,27,25,44,27,1
5856,2040-07-29,23,33,50,48,18,6,26,22,43,1
5857,2040-07-30,13,4,28,21,35,9,10,45,3,1
5858,2040-07-31,34,27,31,42,40,4,11,20,47,1
5859,2040-08-01,33,27,16,36,49,25,26,21,26,1
5860,2040-08-02,12,42,25,15,42,9,36,26,29,1
5861,2040-08-03,18,36,48,2,44,23,44,5,18,1
5862,2040-08-04,15,8,4,38,16,47,12,44,35,1
5863,2040-08-05,18,38,25,41,32,5,45,34,50,1
5864,2040-08-06,4,35,40,2,41,12,23,50,45,1
5865,2040-08-07,11,17,30,29,40,4,11,16,27,1
5866,2040-08-08,35,9,17,21,26,46,20,16,9,1
5867,2040-08-09,21,14,23,49,30,14,47,29,4,1
5868,2040-08-10,16,2,7,45,21,42,1,1,6,1
5869,2040-08-11,15,50,22,5,15,49,38,48,12,1
5870,2040-08-12,23,2,37,11,9,17,21,19,36,1
5871,2040-08-13,7,23,46,11,43,15,16,30,24,1
5872,2040-08-14,35,44,5,10,39,5,14,23,45,1
5873,2040-08-15,10,20,14,30,31,38,4,12,49,1
5874,2040-08-16,48,9,3,44,36,29,43,2,4,1
5875,2040-08-17,16,35,31,40,40,2,19,24,1,1
5876,2040-08-18,30,29,44,31,4,40,45,44,13,1
5877,2040-08-19,19,42,37,20,43,11,22,43,30,1
5878,2040-08-20,7,11,26,11,6,46,13,7,30,1
5879,2040-08-21,33,18,45,12,40,17,49,12,42,1
5880,2040-08-22,19,24,23,41,21,5,10,37,37,1
5881,2040-08-23,1,9,44,28,9,49,7,42,16,1
5882,2040-08-24,1,9,8,41,28,14,11,19,31,1
5883,2040-08-25,33,36,15,44,22,28,6,14,29,1
5884,2040-08-26,2,1,13,47,46,19,14,7,17,1
5885,2040-08-27,40,41,21,31,1,45,27,35,11,1
5886,2040-08-28,36,38,49,37,13,33,28,5,42,1
5887,2040-08-29,6,22,4,44,41,42,39,46,1,1
5888,2040-08-30,11,14,4,37,29,39,33,26,4,1
5889,2040-08-31,33,49,3,4,47,10,20,34,47,1
5890,2040-09-01,43,36,48,24,9,29,49,47,17,1
5891,2040-09-02,19,44,21,36,7,47,42,34,11,1
5892,2040-09-03,32,37,17,43,42,41,16,5,40,1
5893,2040-09-04,17,15,15,37,5,12,31,38,23,1
5894,2040-09-05,4,38,44,44,45,14,47,3,26,1
5895,2040-09-06,24,38,18,49,13,43,42,12,35,1
5896,2040-09-07,22,17,18,26,34,15,33,42,5,1
5897,2040-09-08,50,35,47,36,21,40,14,40,37,1
5898,2040-09-09,30,23,5,16,29,31,16,41,20,1
5899,2040-09-10,45,1,33,30,36,10,21,35,30,1
5900,2040-09-11,29,13,38,4,20,13,10,30,12,1
5901,2040-09-12,33,36,15,34,49,1,25,47,47,1
5902,2040-09-13,7,28,42,31,24,50,36,13,14,1
5903,2040-09-14,3,48,27,17,39,23,2,21,5,1
5904,2040-09-15,12,16,48,17,28,8,31,3,17,1
5905,2040-09-16,5,44,34,11,37,42,2,26,16,1
5906,2040-09-17,43,2,11,43,35,39,47,47,44,1
5907,2040-09-18,3,43,12,24,40,9,6,2,8,1
5908,2040-09-19,1,44,29,21,9,43,27,32,36,1
5909,2040-09-20,6,48,2,34,6,33,15,39,27,1
5910,2040-09-21,18,27,38,33,29,48,12,37,3,1
5911,2040-09-22,2,24,18,29,3,27,18,6,46,1
5912,2040-09-23,32,1,48,49,19,44,21,7,13,1
5913,2040-09-24,27,1,19,21,31,46,44,27,19,1
5914,2040-09-25,28,12,32,37,6,37,34,36,13,1
5915,2040-09-26,25,30,3,33,42,14,11,31,10,1
5916,2040-09-27,33,12,47,50,20,22,6,24,1,1
5917,2040-09-28,15,13,39,3,25,2,25,16,16,1
5918,2040-09-29,16,24,29,39,39,15,34,10,42,1
5919,2040-09-30,38,33,15,42,11,50,6,34,31,1
5920,2040-10-01,26,22,10,6,34,8,11,39,23,1
5921,2040-10-02,5,28,50,15,38,19,44,39,32,1
5922,2040-10-03,23,21,8,11,50,25,48,38,15,1
5923,2040-10-04,8,45,20,17,34,43,16,15,32,1
5924,2040-10-05,7,16,28,48,31,17,20,16,7,1
5925,2040-10-06,45,14,48,33,47,7,24,29,15,1
5926,2040-10-07,47,33,18,15,12,9,20,39,16,1
5927,2040-10-08,48,11,17,40,42,25,25,34,30,1
5928,2040-10-09,9,27,32,28,4,28,14,45,14,1
5929,2040-10-10,29,4,21,24,24,27,28,15,45,1
5930,2040-10-11,50,7,44,3,28,13,23,13,32,1
5931,2040-10-12,26,40,41,7,24,5,27,2,40,1
5932,2040-10-13,43,10,38,7,42,28,40,15,22,1
5933,2040-10-14,17,39,10,2,37,47,32,27,13,1
5934,2040-10-15,48,12,5,41,22,34,30,7,37,1
5935,2040-10-16,24,25,24,32,29,2,40,44,4,1
5936,2040-10-17,4,18,41,41,36,8,47,31,40,1
5937,2040-10-18,37,10,2,18,33,44,34,8,35,1
5938,2040-10-19,49,32,18,27,40,10,33,31,47,1
5939,2040-10-20,18,36,23,31,50,48,28,45,3,1
5940,2040-10-21,31,20,40,16,24,15,11,36,12,1
5941,2040-10-22,43,21,44,34,24,12,11,15,43,1
5942,2040-10-23,6,36,4,49,22,1,12,2,28,1
5943,2040-10-24,26,45,15,30,12,40,49,31,43,1
5944,2040-10-25,15,4,5,39,16,6,9,7,31,1
5945,2040-10-26,14,13,32,31,5,1,2,38,20,1
5946,2040-10-27,10,17,40,39,49,45,45,13,18,1
5947,2040-10-28,50,10,11,48,32,34,36,7,32,1
5948,2040-10-29,2,10,44,37,35,9,10,38,33,1
5949,2040-10-30,37,4,22,12,23,14,2,27,15,1
5950,2040-10-31,30,22,31,4,12,13,18,20,11,1
5951,2040-11-01,14,27,13,27,2,45,7,50,44,1
5952,2040-11-02,27,25,26,34,49,49,23,17,17,1
5953,2040-11-03,39,28,34,13,20,46,23,24,39,1
5954,2040-11-04,2,37,46,4,24,37,15,45,31,1
5955,2040-11-05,4,46,40,11,11,46,32,15,49,1
5956,2040-11-06,3,35,2,5,49,34,42,38,7,1
5957,2040-11-07,7,6,7,28,24,36,5,7,31,1
5958,2040-11-08,5,19,40,29,36,37,45,29,30,1
5959,2040-11-09,50,18,41,23,12,35,44,23,26,1
5960,2040-11-10,43,11,42,43,48,11,17,18,43,1
5961,2040-11-11,31,49,10,20,47,38,25,20,35,1
