id,tgl_pencatatan,jenis_mitra_penerima,jml_pedaging_jantan,jml_pedaging_betina,jml_pedaging_anakan_jantan,jml_pedaging_anakan_betina,jml_perah_jantan,jml_perah_betina,jml_perah_anakan_jantan,jml_perah_anakan_betina,id_peternak
4918,2038-01-03,29,3,48,32,15,15,29,42,38,1
4919,2038-01-04,3,10,6,14,5,19,26,47,13,1
4920,2038-01-05,38,15,32,38,29,29,24,36,33,1
4921,2038-01-06,34,19,39,38,20,42,14,1,36,1
4922,2038-01-07,19,23,35,39,3,21,16,31,26,1
4923,2038-01-08,20,24,4,50,37,13,16,23,4,1
4924,2038-01-09,42,27,9,27,27,25,1,46,11,1
4925,2038-01-10,12,19,16,45,37,31,24,26,14,1
4926,2038-01-11,24,2,47,43,26,47,18,35,12,1
4927,2038-01-12,19,45,2,2,45,27,25,21,42,1
4928,2038-01-13,45,2,24,19,16,22,25,32,2,1
4929,2038-01-14,25,20,12,14,35,15,9,4,47,1
4930,2038-01-15,33,2,19,17,49,16,20,45,31,1
4931,2038-01-16,8,38,49,20,6,6,20,38,15,1
4932,2038-01-17,38,9,14,7,33,22,28,2,31,1
4933,2038-01-18,9,2,9,16,32,47,20,29,8,1
4934,2038-01-19,8,31,3,3,12,37,5,14,9,1
4935,2038-01-20,35,25,11,7,7,39,19,17,6,1
4936,2038-01-21,24,40,41,26,26,20,25,16,32,1
4937,2038-01-22,3,30,6,16,1,23,22,41,38,1
4938,2038-01-23,12,9,33,14,43,18,13,34,5,1
4939,2038-01-24,40,15,31,38,32,6,46,43,33,1
4940,2038-01-25,50,44,20,50,33,28,8,20,8,1
4941,2038-01-26,13,48,42,32,32,31,8,6,39,1
4942,2038-01-27,41,14,12,43,15,50,22,40,33,1
4943,2038-01-28,7,25,34,3,19,46,40,34,18,1
4944,2038-01-29,5,38,5,10,36,46,22,13,19,1
4945,2038-01-30,27,37,31,49,29,23,46,42,23,1
4946,2038-01-31,11,9,27,10,28,26,6,20,24,1
4947,2038-02-01,11,37,2,12,13,29,35,45,23,1
4948,2038-02-02,31,19,30,32,34,49,49,13,18,1
4949,2038-02-03,43,40,10,13,43,3,43,28,1,1
4950,2038-02-04,3,39,4,35,14,5,16,7,20,1
4951,2038-02-05,31,8,49,33,46,50,20,4,30,1
4952,2038-02-06,34,1,22,11,2,36,35,10,19,1
4953,2038-02-07,16,25,29,14,17,31,33,37,22,1
4954,2038-02-08,21,38,38,15,34,15,2,22,20,1
4955,2038-02-09,3,16,25,8,28,43,4,32,22,1
4956,2038-02-10,41,40,42,46,37,35,29,29,34,1
4957,2038-02-11,3,14,27,32,21,48,5,12,27,1
4958,2038-02-12,36,11,7,19,25,35,36,17,14,1
4959,2038-02-13,25,28,43,4,7,30,1,30,14,1
4960,2038-02-14,21,36,10,13,44,6,35,43,19,1
4961,2038-02-15,49,28,14,24,31,19,10,38,27,1
4962,2038-02-16,33,18,39,40,49,41,42,14,46,1
4963,2038-02-17,39,15,22,38,49,22,47,34,37,1
4964,2038-02-18,16,34,9,7,33,7,15,29,33,1
4965,2038-02-19,27,36,5,24,50,17,1,31,8,1
4966,2038-02-20,39,30,44,21,17,40,3,44,3,1
4967,2038-02-21,16,34,2,41,38,27,41,49,21,1
4968,2038-02-22,18,50,25,28,16,31,30,39,16,1
4969,2038-02-23,14,3,20,14,45,2,24,36,3,1
4970,2038-02-24,5,2,2,34,12,11,7,21,17,1
4971,2038-02-25,26,12,3,36,37,9,33,7,7,1
4972,2038-02-26,41,42,43,48,43,34,15,29,7,1
4973,2038-02-27,44,10,13,15,37,28,50,42,35,1
4974,2038-02-28,1,23,19,13,13,8,36,39,16,1
4975,2038-03-01,26,45,8,29,31,12,42,40,28,1
4976,2038-03-02,42,42,48,13,43,21,38,31,24,1
4977,2038-03-03,21,18,5,29,28,43,10,37,27,1
4978,2038-03-04,13,14,22,23,15,25,6,46,32,1
4979,2038-03-05,25,2,35,13,41,44,30,10,16,1
4980,2038-03-06,10,44,22,14,40,20,38,8,49,1
4981,2038-03-07,27,14,19,8,12,13,34,13,9,1
4982,2038-03-08,3,25,11,46,39,35,1,38,46,1
4983,2038-03-09,40,47,46,5,39,46,9,39,43,1
4984,2038-03-10,25,39,34,1,36,27,35,35,13,1
4985,2038-03-11,25,3,46,5,28,41,41,32,39,1
4986,2038-03-12,46,50,3,30,36,28,48,15,25,1
4987,2038-03-13,37,46,20,26,47,22,5,3,19,1
4988,2038-03-14,43,13,27,24,6,39,48,8,8,1
4989,2038-03-15,40,31,17,39,41,44,32,8,48,1
4990,2038-03-16,22,2,22,45,23,11,11,43,1,1
4991,2038-03-17,15,20,3,25,28,41,31,49,25,1
4992,2038-03-18,30,2,42,17,12,7,45,29,50,1
4993,2038-03-19,21,28,47,24,19,8,41,27,14,1
4994,2038-03-20,9,45,8,33,29,47,12,10,15,1
4995,2038-03-21,24,25,17,48,4,42,16,29,11,1
4996,2038-03-22,49,17,9,50,11,44,9,28,21,1
4997,2038-03-23,4,37,24,49,5,21,1,5,26,1
4998,2038-03-24,42,10,23,48,45,50,26,29,41,1
4999,2038-03-25,2,17,25,28,11,15,14,12,23,1
5000,2038-03-26,42,10,15,48,29,18,4,13,7,1
5001,2038-03-27,14,30,8,31,45,21,33,19,43,1
5002,2038-03-28,35,25,3,41,31,10,23,6,2,1
5003,2038-03-29,31,4,49,31,35,24,50,14,9,1
5004,2038-03-30,3,15,15,29,41,38,39,33,1,1
5005,2038-03-31,40,33,19,6,9,24,46,32,10,1
5006,2038-04-01,44,24,9,14,32,23,17,46,21,1
5007,2038-04-02,3,22,16,34,18,30,14,8,43,1
5008,2038-04-03,47,21,21,27,35,48,24,32,9,1
5009,2038-04-04,14,34,23,21,4,39,11,33,23,1
5010,2038-04-05,29,41,44,15,20,15,41,20,50,1
5011,2038-04-06,46,37,38,16,8,22,24,39,40,1
5012,2038-04-07,42,4,28,5,46,37,31,4,45,1
5013,2038-04-08,30,2,32,33,32,20,2,21,15,1
5014,2038-04-09,39,48,25,21,21,45,42,9,12,1
5015,2038-04-10,49,35,20,7,34,17,22,48,21,1
5016,2038-04-11,45,25,21,12,2,18,25,27,37,1
5017,2038-04-12,41,49,23,6,16,36,20,47,9,1
5018,2038-04-13,5,48,34,22,20,15,7,10,14,1
5019,2038-04-14,30,33,1,28,2,44,2,21,43,1
5020,2038-04-15,28,22,20,27,27,6,4,44,14,1
5021,2038-04-16,11,46,13,12,34,33,10,45,35,1
5022,2038-04-17,3,37,2,21,23,4,41,20,3,1
5023,2038-04-18,11,16,33,50,9,48,13,27,49,1
5024,2038-04-19,36,50,15,7,42,31,4,41,37,1
5025,2038-04-20,2,2,39,32,3,18,3,47,31,1
5026,2038-04-21,44,20,49,16,44,10,18,20,7,1
5027,2038-04-22,31,23,33,16,13,36,47,48,45,1
5028,2038-04-23,27,28,23,43,10,29,46,2,34,1
5029,2038-04-24,33,29,38,18,10,32,18,10,38,1
5030,2038-04-25,32,4,4,37,15,23,42,38,50,1
5031,2038-04-26,27,22,5,16,2,47,17,2,34,1
5032,2038-04-27,8,38,28,37,3,14,44,19,5,1
5033,2038-04-28,44,18,43,32,43,24,30,29,11,1
5034,2038-04-29,2,7,8,24,45,50,30,34,17,1
5035,2038-04-30,39,39,1,30,42,18,41,1,20,1
5036,2038-05-01,44,2,23,15,22,18,17,48,49,1
5037,2038-05-02,28,23,23,40,21,29,24,9,41,1
5038,2038-05-03,33,28,25,47,15,31,19,10,23,1
5039,2038-05-04,3,41,43,12,25,27,10,2,25,1
5040,2038-05-05,35,5,48,37,2,27,10,23,43,1
5041,2038-05-06,14,28,24,20,25,45,1,35,30,1
5042,2038-05-07,8,26,11,27,32,29,27,42,25,1
5043,2038-05-08,6,6,22,50,23,1,48,11,6,1
5044,2038-05-09,36,48,31,25,15,33,30,15,16,1
5045,2038-05-10,26,19,4,25,15,44,46,46,27,1
5046,2038-05-11,44,27,25,17,37,46,31,19,5,1
5047,2038-05-12,23,22,39,40,33,46,16,6,18,1
5048,2038-05-13,30,37,18,21,26,40,7,2,41,1
5049,2038-05-14,33,36,26,26,50,13,24,50,19,1
5050,2038-05-15,5,22,1,7,23,30,21,15,30,1
5051,2038-05-16,33,32,1,14,40,28,45,14,14,1
5052,2038-05-17,35,34,25,17,15,4,31,26,16,1
5053,2038-05-18,38,25,43,10,30,22,2,31,10,1
5054,2038-05-19,39,5,31,14,41,26,49,44,7,1
5055,2038-05-20,27,45,44,4,1,10,20,49,38,1
5056,2038-05-21,48,23,23,39,34,35,16,49,42,1
5057,2038-05-22,43,50,33,48,49,4,19,28,4,1
5058,2038-05-23,8,2,43,33,24,39,27,37,2,1
5059,2038-05-24,39,4,31,42,22,43,38,7,46,1
5060,2038-05-25,29,47,9,17,40,12,46,2,29,1
5061,2038-05-26,11,47,50,35,42,4,36,10,4,1
5062,2038-05-27,27,38,6,2,15,19,25,30,12,1
5063,2038-05-28,33,32,12,38,8,31,43,44,22,1
5064,2038-05-29,30,4,22,43,40,42,36,25,26,1
5065,2038-05-30,19,6,5,42,25,21,49,24,42,1
5066,2038-05-31,44,38,6,19,6,10,4,27,23,1
5067,2038-06-01,21,28,14,34,50,11,36,32,3,1
5068,2038-06-02,48,16,27,1,43,23,29,27,18,1
5069,2038-06-03,20,40,42,33,44,11,50,1,32,1
5070,2038-06-04,6,33,43,6,30,18,7,48,1,1
5071,2038-06-05,2,42,10,48,21,38,50,16,38,1
5072,2038-06-06,3,18,41,23,49,49,50,4,39,1
5073,2038-06-07,15,50,7,35,44,31,9,48,33,1
5074,2038-06-08,28,44,25,14,30,16,8,15,30,1
5075,2038-06-09,1,10,3,29,11,1,3,1,9,1
5076,2038-06-10,10,25,50,16,21,37,34,22,24,1
5077,2038-06-11,20,37,26,6,9,33,12,24,30,1
5078,2038-06-12,40,38,39,26,32,3,3,40,33,1
5079,2038-06-13,16,2,24,22,31,43,15,31,38,1
5080,2038-06-14,27,41,45,41,48,10,40,7,14,1
5081,2038-06-15,26,20,22,30,43,39,15,16,38,1
5082,2038-06-16,15,15,7,10,17,26,46,18,40,1
5083,2038-06-17,13,6,1,1,7,25,48,45,43,1
5084,2038-06-18,39,39,47,30,43,26,42,8,9,1
5085,2038-06-19,32,11,34,9,27,50,15,14,17,1
5086,2038-06-20,7,50,18,31,45,30,16,39,3,1
5087,2038-06-21,19,24,17,38,29,8,23,29,29,1
5088,2038-06-22,47,39,45,16,48,25,14,17,44,1
5089,2038-06-23,15,21,14,49,20,12,36,13,22,1
5090,2038-06-24,41,24,7,26,45,41,42,41,50,1
5091,2038-06-25,36,20,14,41,4,28,1,19,16,1
5092,2038-06-26,32,46,48,8,3,3,45,17,41,1
5093,2038-06-27,32,44,15,5,35,17,50,2,33,1
5094,2038-06-28,36,50,13,37,20,34,1,16,32,1
5095,2038-06-29,48,10,6,46,14,32,15,32,8,1
5096,2038-06-30,15,40,5,46,43,47,34,43,7,1
5097,2038-07-01,48,20,16,14,49,24,33,18,7,1
5098,2038-07-02,26,14,37,28,6,4,30,22,21,1
5099,2038-07-03,7,12,11,9,42,7,2,14,25,1
5100,2038-07-04,1,4,15,22,13,4,24,41,11,1
5101,2038-07-05,24,9,32,6,38,8,25,47,42,1
5102,2038-07-06,39,45,32,5,32,4,39,6,13,1
5103,2038-07-07,6,47,42,48,6,36,21,28,28,1
5104,2038-07-08,3,25,42,44,22,3,7,13,23,1
5105,2038-07-09,25,42,39,23,26,7,46,8,10,1
5106,2038-07-10,43,23,45,19,17,5,20,31,25,1
5107,2038-07-11,20,8,2,35,39,16,4,23,49,1
5108,2038-07-12,37,23,15,32,34,46,41,13,24,1
5109,2038-07-13,27,12,40,6,17,15,34,16,34,1
5110,2038-07-14,28,2,24,50,39,47,39,19,35,1
5111,2038-07-15,11,31,48,23,39,35,12,30,12,1
5112,2038-07-16,26,3,5,38,25,46,20,16,32,1
5113,2038-07-17,32,46,3,3,5,32,42,25,7,1
5114,2038-07-18,22,4,1,11,18,49,32,14,37,1
5115,2038-07-19,35,19,27,49,33,10,38,44,32,1
5116,2038-07-20,31,3,27,46,11,3,40,39,38,1
5117,2038-07-21,21,24,22,30,48,49,30,31,11,1
5118,2038-07-22,2,50,50,26,29,19,41,16,1,1
5119,2038-07-23,11,45,42,38,7,24,21,43,10,1
5120,2038-07-24,40,34,17,13,31,43,30,29,36,1
5121,2038-07-25,42,4,8,20,10,23,39,27,28,1
5122,2038-07-26,49,17,5,12,47,38,30,22,45,1
5123,2038-07-27,45,46,36,6,10,26,12,34,34,1
5124,2038-07-28,23,43,29,23,24,23,27,17,21,1
5125,2038-07-29,13,8,19,11,5,16,6,18,20,1
5126,2038-07-30,30,41,5,12,34,9,8,31,22,1
5127,2038-07-31,16,3,22,11,33,3,31,41,47,1
5128,2038-08-01,45,3,18,38,26,37,48,50,11,1
5129,2038-08-02,15,11,5,11,44,11,32,40,34,1
5130,2038-08-03,39,36,35,21,18,30,13,35,9,1
5131,2038-08-04,23,23,43,48,7,5,38,1,17,1
5132,2038-08-05,44,26,27,12,17,30,2,29,2,1
5133,2038-08-06,26,38,48,13,42,46,3,12,1,1
5134,2038-08-07,33,32,31,31,35,45,26,15,50,1
5135,2038-08-08,13,4,2,40,44,13,18,39,1,1
5136,2038-08-09,39,5,39,3,50,49,4,36,41,1
5137,2038-08-10,50,33,42,40,11,32,19,38,10,1
5138,2038-08-11,27,29,24,35,40,18,43,39,46,1
5139,2038-08-12,19,12,39,44,20,36,21,20,39,1
5140,2038-08-13,43,41,43,13,44,31,35,47,5,1
5141,2038-08-14,49,8,48,23,30,11,22,35,10,1
5142,2038-08-15,27,7,46,25,13,14,36,48,41,1
5143,2038-08-16,50,43,43,41,12,24,39,42,35,1
5144,2038-08-17,18,14,46,50,44,14,38,13,4,1
5145,2038-08-18,23,27,18,19,31,15,34,48,14,1
5146,2038-08-19,5,32,26,12,26,33,16,38,26,1
5147,2038-08-20,16,3,28,37,8,7,25,31,6,1
5148,2038-08-21,34,35,3,47,40,17,21,3,30,1
5149,2038-08-22,27,48,2,31,25,13,40,45,5,1
5150,2038-08-23,13,10,46,46,43,2,4,9,27,1
5151,2038-08-24,12,36,27,37,32,15,20,49,8,1
5152,2038-08-25,40,15,41,28,2,13,46,15,13,1
5153,2038-08-26,10,33,15,15,48,24,19,46,41,1
5154,2038-08-27,35,31,15,4,2,46,8,18,44,1
5155,2038-08-28,3,40,18,18,34,36,9,11,47,1
5156,2038-08-29,33,8,38,40,48,27,41,14,29,1
5157,2038-08-30,43,11,17,33,2,47,47,48,1,1
5158,2038-08-31,23,50,12,11,30,37,26,42,21,1
5159,2038-09-01,37,7,50,6,43,5,14,24,50,1
5160,2038-09-02,37,3,4,24,19,38,43,9,4,1
5161,2038-09-03,11,49,48,49,43,47,20,3,45,1
5162,2038-09-04,28,16,25,22,8,7,5,21,36,1
5163,2038-09-05,30,13,21,21,33,11,3,7,13,1
5164,2038-09-06,44,24,41,43,32,16,22,25,11,1
5165,2038-09-07,16,17,42,39,47,44,20,23,4,1
5166,2038-09-08,30,31,12,17,31,19,42,27,12,1
5167,2038-09-09,22,14,18,7,48,39,6,15,17,1
5168,2038-09-10,10,26,42,22,13,8,44,39,36,1
5169,2038-09-11,29,20,10,26,18,41,28,33,29,1
5170,2038-09-12,20,8,42,9,46,15,15,30,33,1
5171,2038-09-13,44,11,48,33,19,21,3,13,31,1
5172,2038-09-14,11,48,16,20,11,4,12,49,24,1
5173,2038-09-15,33,32,40,14,41,4,30,14,26,1
5174,2038-09-16,18,1,17,35,45,44,43,15,7,1
5175,2038-09-17,5,3,48,33,36,47,1,46,21,1
5176,2038-09-18,45,5,24,19,5,14,35,31,46,1
5177,2038-09-19,3,17,2,40,23,29,31,30,30,1
5178,2038-09-20,21,10,31,50,17,8,37,41,16,1
5179,2038-09-21,23,10,7,5,27,49,43,27,14,1
5180,2038-09-22,27,7,6,50,15,14,24,8,19,1
5181,2038-09-23,45,8,43,38,6,42,7,20,24,1
5182,2038-09-24,43,32,25,10,41,42,8,40,2,1
5183,2038-09-25,48,23,8,43,24,16,1,9,20,1
5184,2038-09-26,49,28,27,22,15,15,42,16,6,1
5185,2038-09-27,20,30,13,4,48,30,43,12,38,1
5186,2038-09-28,12,15,25,31,25,45,16,31,35,1
5187,2038-09-29,15,39,8,27,12,22,50,44,26,1
5188,2038-09-30,16,50,48,40,15,31,45,7,50,1
5189,2038-10-01,49,35,19,49,19,1,2,18,5,1
5190,2038-10-02,47,11,5,23,7,41,15,14,12,1
5191,2038-10-03,33,9,19,24,14,9,50,41,21,1
5192,2038-10-04,12,25,29,28,16,25,47,27,21,1
5193,2038-10-05,32,41,3,38,26,10,10,49,19,1
5194,2038-10-06,13,7,27,17,24,15,10,22,47,1
5195,2038-10-07,5,22,46,36,44,16,29,12,43,1
5196,2038-10-08,5,42,29,17,44,16,36,11,11,1
5197,2038-10-09,37,40,44,34,8,34,48,7,12,1
5198,2038-10-10,5,13,27,9,10,25,24,8,39,1
5199,2038-10-11,32,45,42,36,39,47,19,11,43,1
5200,2038-10-12,8,28,20,4,30,23,13,38,36,1
5201,2038-10-13,49,3,26,48,40,30,21,31,33,1
5202,2038-10-14,3,35,34,27,31,11,2,50,5,1
5203,2038-10-15,14,6,31,17,5,34,45,32,32,1
5204,2038-10-16,48,24,21,40,27,30,27,2,12,1
5205,2038-10-17,11,44,4,37,5,10,18,32,6,1
5206,2038-10-18,39,40,45,34,49,45,20,25,24,1
5207,2038-10-19,17,40,12,13,18,41,37,11,18,1
5208,2038-10-20,22,29,8,37,40,23,43,22,23,1
5209,2038-10-21,7,2,25,8,19,33,37,9,11,1
5210,2038-10-22,33,27,20,49,19,33,27,41,42,1
5211,2038-10-23,12,11,36,45,34,12,1,16,21,1
5212,2038-10-24,16,36,41,22,9,48,41,40,3,1
5213,2038-10-25,4,22,39,16,19,7,47,17,49,1
5214,2038-10-26,18,23,1,43,48,49,26,49,41,1
5215,2038-10-27,30,6,17,3,43,21,21,10,10,1
5216,2038-10-28,15,12,34,7,12,47,37,8,19,1
5217,2038-10-29,38,24,22,40,7,21,45,36,42,1
5218,2038-10-30,12,32,36,49,16,5,35,36,6,1
5219,2038-10-31,28,2,22,4,25,28,48,22,24,1
5220,2038-11-01,33,5,8,1,12,14,45,33,22,1
5221,2038-11-02,31,6,27,29,42,30,21,24,19,1
5222,2038-11-03,2,40,40,24,39,40,32,20,21,1
5223,2038-11-04,32,16,35,35,10,31,39,13,3,1
5224,2038-11-05,14,2,35,9,17,22,39,7,7,1
5225,2038-11-06,9,19,15,31,35,24,44,15,4,1
5226,2038-11-07,5,44,23,32,13,28,50,7,21,1
5227,2038-11-08,44,46,12,44,9,9,6,31,5,1
5228,2038-11-09,30,43,39,42,5,15,45,2,14,1
5229,2038-11-10,21,11,33,36,14,36,7,10,2,1
5230,2038-11-11,28,22,40,20,33,37,30,38,37,1
5231,2038-11-12,38,46,21,8,46,43,29,2,31,1
5232,2038-11-13,16,1,20,16,32,31,41,27,26,1
5233,2038-11-14,5,34,15,13,36,37,6,33,2,1
5234,2038-11-15,30,12,14,35,22,49,2,31,9,1
5235,2038-11-16,48,7,32,33,33,43,4,47,17,1
5236,2038-11-17,37,41,26,50,24,42,28,32,34,1
5237,2038-11-18,32,10,41,15,31,6,50,45,49,1
5238,2038-11-19,9,11,45,26,44,42,11,35,21,1
5239,2038-11-20,10,15,7,6,27,41,29,5,38,1
5240,2038-11-21,11,29,6,35,47,48,12,44,21,1
5241,2038-11-22,34,20,47,29,33,13,33,24,8,1
5242,2038-11-23,18,24,35,27,13,43,20,24,43,1
5243,2038-11-24,36,7,33,38,1,20,31,1,34,1
5244,2038-11-25,28,36,4,4,49,41,11,35,49,1
5245,2038-11-26,14,9,3,39,10,17,44,36,8,1
5246,2038-11-27,47,26,25,24,13,21,15,4,33,1
5247,2038-11-28,27,24,38,16,44,12,37,6,44,1
5248,2038-11-29,3,36,9,28,3,21,33,12,15,1
5249,2038-11-30,41,8,10,42,1,18,17,32,31,1
5250,2038-12-01,33,2,44,40,50,9,32,12,4,1
5251,2038-12-02,10,1,11,14,12,49,29,33,22,1
5252,2038-12-03,12,11,36,21,43,26,36,26,41,1
5253,2038-12-04,42,12,36,45,48,15,9,4,36,1
5254,2038-12-05,37,8,8,25,6,35,40,23,31,1
5255,2038-12-06,22,25,47,35,38,37,16,23,15,1
5256,2038-12-07,32,30,38,24,45,43,37,40,38,1
5257,2038-12-08,6,31,11,33,41,9,21,13,8,1
5258,2038-12-09,21,48,5,46,20,21,6,28,14,1
5259,2038-12-10,15,5,39,32,16,8,47,48,21,1
5260,2038-12-11,8,35,13,39,1,36,33,50,50,1
5261,2038-12-12,4,2,12,40,29,20,31,47,49,1
5262,2038-12-13,44,28,19,3,13,12,20,12,13,1
5263,2038-12-14,45,50,2,19,5,40,48,47,39,1
5264,2038-12-15,48,11,38,43,22,39,43,32,6,1
5265,2038-12-16,33,12,24,44,21,14,11,25,21,1
5266,2038-12-17,29,31,32,6,5,33,46,12,10,1
5267,2038-12-18,37,48,41,9,3,41,3,28,50,1
5268,2038-12-19,29,10,41,19,15,45,39,4,28,1
5269,2038-12-20,29,40,24,19,22,32,47,45,22,1
5270,2038-12-21,39,36,30,4,35,14,16,32,43,1
5271,2038-12-22,25,32,27,35,17,19,26,14,11,1
5272,2038-12-23,34,16,10,21,33,48,47,43,11,1
5273,2038-12-24,35,18,5,11,11,7,46,29,41,1
5274,2038-12-25,43,48,5,28,1,16,17,1,40,1
5275,2038-12-26,19,11,34,20,24,34,19,23,19,1
5276,2038-12-27,1,3,4,38,46,23,35,6,38,1
5277,2038-12-28,25,7,47,21,36,2,23,5,10,1
5278,2038-12-29,6,31,2,38,50,14,20,46,32,1
5279,2038-12-30,48,29,44,34,2,26,23,5,41,1
5280,2038-12-31,37,36,28,7,9,2,39,50,44,1
5281,2039-01-01,14,47,9,31,49,21,31,44,32,1
5282,2039-01-02,15,33,25,34,27,48,2,33,16,1
5283,2039-01-03,2,10,24,24,16,26,1,22,7,1
5284,2039-01-04,14,29,4,24,31,22,35,41,15,1
5285,2039-01-05,45,34,4,7,9,11,18,47,39,1
5286,2039-01-06,50,41,5,20,49,16,2,20,21,1
5287,2039-01-07,1,13,24,45,15,34,30,16,4,1
5288,2039-01-08,39,33,43,44,9,12,19,37,35,1
5289,2039-01-09,18,41,38,45,14,39,37,11,28,1
5290,2039-01-10,29,40,38,30,44,23,5,5,42,1
5291,2039-01-11,29,39,1,22,11,30,18,5,45,1
5292,2039-01-12,4,49,24,32,12,14,43,17,27,1
5293,2039-01-13,24,11,28,32,12,22,1,10,36,1
5294,2039-01-14,7,49,1,44,4,32,21,21,33,1
5295,2039-01-15,17,42,9,48,25,34,34,46,27,1
5296,2039-01-16,17,33,45,22,17,23,49,34,43,1
5297,2039-01-17,34,36,45,15,32,8,36,27,42,1
5298,2039-01-18,4,13,19,28,8,14,37,14,6,1
5299,2039-01-19,4,33,35,45,16,16,23,3,6,1
5300,2039-01-20,13,28,31,39,31,45,17,5,10,1
5301,2039-01-21,47,23,18,12,37,7,43,14,41,1
5302,2039-01-22,3,33,35,19,42,12,3,6,5,1
5303,2039-01-23,48,19,4,2,14,33,10,47,47,1
5304,2039-01-24,11,5,43,6,19,41,26,41,9,1
5305,2039-01-25,21,40,14,5,22,17,15,39,40,1
5306,2039-01-26,28,9,6,43,44,12,29,31,48,1
5307,2039-01-27,35,25,20,18,3,46,4,4,39,1
5308,2039-01-28,6,9,31,40,23,46,39,42,38,1
5309,2039-01-29,45,22,33,37,5,29,47,21,21,1
5310,2039-01-30,8,6,4,45,50,5,27,12,16,1
5311,2039-01-31,47,26,33,27,40,22,1,17,6,1
5312,2039-02-01,47,15,1,13,19,23,39,9,18,1
5313,2039-02-02,50,31,34,36,6,29,19,30,48,1
5314,2039-02-03,32,32,1,44,10,45,38,24,2,1
5315,2039-02-04,21,4,28,16,20,36,44,41,42,1
5316,2039-02-05,49,13,46,14,29,40,48,49,44,1
5317,2039-02-06,8,49,9,1,7,41,22,38,46,1
5318,2039-02-07,2,21,3,30,21,16,7,41,34,1
5319,2039-02-08,17,18,19,27,42,36,32,25,47,1
5320,2039-02-09,2,16,36,47,12,32,31,15,21,1
5321,2039-02-10,21,30,46,5,26,15,11,14,26,1
5322,2039-02-11,8,19,35,46,4,25,12,19,12,1
5323,2039-02-12,40,38,31,35,48,9,18,43,18,1
5324,2039-02-13,5,18,3,41,8,18,5,15,6,1
5325,2039-02-14,30,50,43,50,47,19,1,22,4,1
5326,2039-02-15,19,38,25,8,23,9,6,13,6,1
5327,2039-02-16,24,8,7,21,12,17,27,29,42,1
5328,2039-02-17,38,14,47,44,27,23,43,27,6,1
5329,2039-02-18,3,29,29,10,17,2,22,20,28,1
5330,2039-02-19,20,49,12,26,20,22,14,11,36,1
5331,2039-02-20,38,49,9,4,14,20,28,28,4,1
5332,2039-02-21,18,23,2,14,42,45,29,2,50,1
5333,2039-02-22,1,44,45,42,47,48,19,29,22,1
5334,2039-02-23,17,14,21,5,19,17,14,24,44,1
5335,2039-02-24,10,13,17,18,33,28,50,21,3,1
5336,2039-02-25,24,33,3,13,31,36,15,37,50,1
5337,2039-02-26,24,22,45,17,39,50,49,47,45,1
5338,2039-02-27,18,9,43,18,19,23,26,43,14,1
5339,2039-02-28,50,4,5,2,14,4,49,38,10,1
5340,2039-03-01,39,33,50,40,49,14,6,49,24,1
5341,2039-03-02,24,45,31,30,24,48,16,13,12,1
5342,2039-03-03,21,33,42,28,44,34,13,20,22,1
5343,2039-03-04,8,49,46,3,33,4,44,9,43,1
5344,2039-03-05,21,47,7,4,6,30,14,20,34,1
5345,2039-03-06,35,6,15,23,46,9,41,5,40,1
5346,2039-03-07,15,48,46,22,21,15,28,44,27,1
5347,2039-03-08,11,24,9,14,11,47,48,31,10,1
5348,2039-03-09,29,15,42,36,38,7,3,30,13,1
5349,2039-03-10,33,31,41,41,25,21,37,26,3,1
5350,2039-03-11,4,46,46,6,19,35,46,1,44,1
5351,2039-03-12,18,14,25,31,23,4,22,19,6,1
5352,2039-03-13,33,5,35,17,27,24,4,47,27,1
5353,2039-03-14,46,2,39,9,48,32,15,19,41,1
5354,2039-03-15,4,37,38,5,25,44,44,13,42,1
5355,2039-03-16,27,40,10,5,11,11,42,23,27,1
5356,2039-03-17,6,41,12,19,50,8,1,7,49,1
5357,2039-03-18,43,29,48,40,15,26,43,5,31,1
5358,2039-03-19,38,35,47,4,22,14,12,36,10,1
5359,2039-03-20,31,22,35,43,16,24,16,38,44,1
5360,2039-03-21,4,25,14,34,40,33,25,4,37,1
5361,2039-03-22,40,8,24,14,24,20,42,37,19,1
5362,2039-03-23,4,30,48,49,23,1,32,43,28,1
5363,2039-03-24,25,41,1,45,29,50,24,8,2,1
5364,2039-03-25,4,20,39,36,36,9,11,8,26,1
5365,2039-03-26,42,28,35,45,11,17,27,26,19,1
5366,2039-03-27,13,27,8,6,2,24,22,49,39,1
5367,2039-03-28,34,19,8,4,24,33,35,17,50,1
5368,2039-03-29,49,23,42,3,12,9,50,47,2,1
5369,2039-03-30,43,22,47,24,33,4,44,15,29,1
5370,2039-03-31,26,38,26,22,13,38,18,45,12,1
5371,2039-04-01,33,36,27,7,45,25,46,29,41,1
5372,2039-04-02,12,42,17,47,45,41,16,22,1,1
5373,2039-04-03,42,6,23,20,45,7,22,50,27,1
5374,2039-04-04,22,44,40,23,39,47,24,8,16,1
5375,2039-04-05,12,46,1,16,45,2,26,24,31,1
5376,2039-04-06,15,21,4,34,20,7,42,3,39,1
5377,2039-04-07,16,47,10,37,43,21,11,4,40,1
5378,2039-04-08,46,18,30,12,19,46,17,41,15,1
5379,2039-04-09,17,1,22,30,15,26,9,9,34,1
